adjunct_island,0.8086035368668829
anaphor_gender_agreement,0.8246596191940747
anaphor_number_agreement,0.7916311954516114
animate_subject_passive,0.9192031427911317
animate_subject_trans,0.9479197170102924
causative,0.9129258657014214
complex_NP_island,0.8129177467364872
coordinate_structure_constraint_complex_left_branch,0.7767954904882185
coordinate_structure_constraint_object_extraction,0.7890810062609616
determiner_noun_agreement_1,0.8950950974390887
determiner_noun_agreement_2,0.8099232261168966
determiner_noun_agreement_irregular_1,0.9310483503026418
determiner_noun_agreement_irregular_2,0.8351325075860073
determiner_noun_agreement_with_adj_2,0.8121499772344779
determiner_noun_agreement_with_adj_irregular_1,0.9056324492128924
determiner_noun_agreement_with_adj_irregular_2,0.8276286641098671
determiner_noun_agreement_with_adjective_1,0.873772404854718
distractor_agreement_relational_noun,0.7781976915817657
distractor_agreement_relative_clause,0.8080262765153167
drop_argument,0.9201674264690002
ellipsis_n_bar_1,0.8018540553371118
ellipsis_n_bar_2,0.8950982297954696
existential_there_object_raising,0.918949841938799
existential_there_quantifiers_1,0.6639167331207478
existential_there_quantifiers_2,0.7932282706431768
existential_there_subject_raising,0.8798141040576951
expletive_it_object_raising,0.9271461698901725
inchoative,0.9189812562791415
intransitive,0.9192732539176668
irregular_past_participle_adjectives,0.6640259624504857
irregular_past_participle_verbs,0.8541266326978197
irregular_plural_subject_verb_agreement_1,0.8884148679080526
irregular_plural_subject_verb_agreement_2,0.8816541086254833
left_branch_island_echo_question,0.8617153679447501
left_branch_island_simple_question,0.7852151557768886
matrix_question_npi_licensor_present,0.8486023031790695
npi_present_1,0.8661955855174421
npi_present_2,0.8788670903169555
only_npi_licensor_present,0.502473581147809
only_npi_scope,0.8465853988890067
passive_1,0.9482284375214413
passive_2,0.9362833883909821
principle_A_c_command,0.8301780265329528
principle_A_case_1,
principle_A_case_2,0.87218401951693
principle_A_domain_1,0.5821599457418388
principle_A_domain_2,0.8256034958579782
principle_A_domain_3,0.839712899144254
principle_A_reconstruction,0.8727331417407106
regular_plural_subject_verb_agreement_1,0.8953814791435568
regular_plural_subject_verb_agreement_2,0.8727660548398578
sentential_negation_npi_licensor_present,0.7609835535573507
sentential_negation_npi_scope,0.8266843425947458
sentential_subject_island,0.7560314952499848
superlative_quantifiers_1,0.7895304753388743
superlative_quantifiers_2,0.8180489112396905
tough_vs_raising_1,0.9179895407915888
tough_vs_raising_2,0.9134994680017519
transitive,0.9224393160550352
wh_island,0.791414691170885
wh_questions_object_gap,0.8310341286922334
wh_questions_subject_gap,0.7945500132480072
wh_questions_subject_gap_long_distance,0.7182760095239513
wh_vs_that_no_gap,0.6472218395068664
wh_vs_that_no_gap_long_distance,0.6087135028866817
wh_vs_that_with_gap,0.8221893494673633
wh_vs_that_with_gap_long_distance,0.7252462773206639
